"species","latitude","longitude","taxa","icmbio.cat"
"Pyrrhura pfrimeri",-13.85,-46.9333,"Birds","EN"
"Pyrrhura pfrimeri",-13.85,-46.95,"Birds","EN"
"Pyrrhura pfrimeri",-14.0833,-46.7833,"Birds","EN"
"Pyrrhura pfrimeri",-13.45,-46.4833,"Birds","EN"
"Pyrrhura pfrimeri",-13.9167,-46.6667,"Birds","EN"
"Pyrrhura pfrimeri",-11.9167,-46.55,"Birds","EN"
"Pyrrhura pfrimeri",-12.7,-46.35,"Birds","EN"
"Pyrrhura pfrimeri",-14.0167,-46.5167,"Birds","EN"
"Pyrrhura pfrimeri",-12.7895,-46.5064,"Birds","EN"
"Pyrrhura pfrimeri",-13.6333,-46.75,"Birds","EN"
"Pyrrhura pfrimeri",-13.6667,-46.3333,"Birds","EN"
"Pyrrhura pfrimeri",-13.9167,-47,"Birds","EN"
"Pyrrhura pfrimeri",-13.8333,-46.8667,"Birds","EN"
"Pyrrhura pfrimeri",-12.4167,-46.4333,"Birds","EN"
"Pyrrhura pfrimeri",-13.3985,-46.3184,"Birds","EN"
"Pyrrhura pfrimeri",-12.4045,-46.4364,"Birds","EN"
"Scinax pinimus",-19.4405,-43.7183,"Amphibians","VU"
"Scinax pinimus",-19.1888,-43.645,"Amphibians","VU"
"Scytalopus novacapitalis",-19.5935,-46.9414,"Birds","EN"
"Scytalopus novacapitalis",-15.9333,-47.8667,"Birds","EN"
"Scytalopus novacapitalis",-15.7805,-47.9304,"Birds","EN"
"Scytalopus novacapitalis",-15.95,-47.9333,"Birds","EN"
"Scytalopus novacapitalis",-15.7167,-47.95,"Birds","EN"
"Scytalopus novacapitalis",-15.9333,-47.8833,"Birds","EN"
"Scytalopus novacapitalis",-15.8833,-47.9167,"Birds","EN"
"Scytalopus novacapitalis",-15.85,-47.9333,"Birds","EN"
"Scytalopus novacapitalis",-15.8333,-46.5,"Birds","EN"
"Scytalopus novacapitalis",-19.6961,-46.1714,"Birds","EN"
"Scytalopus novacapitalis",-20.6,-46.05,"Birds","EN"
"Scytalopus novacapitalis",-19.9372,-47.5417,"Birds","EN"
"Scytalopus novacapitalis",-18.4667,-47.2167,"Birds","EN"
"Scytalopus novacapitalis",-15.5333,-47.3333,"Birds","EN"
"Scytalopus novacapitalis",-16.5042,-46.4933,"Birds","EN"
"Scytalopus novacapitalis",-18.9445,-46.9934,"Birds","EN"
"Scytalopus novacapitalis",-19.3528,-47.2928,"Birds","EN"
"Scytalopus novacapitalis",-19.8655,-47.4404,"Birds","EN"
"Scytalopus novacapitalis",-19.5297,-45.9664,"Birds","EN"
"Scytalopus novacapitalis",-18.3383,-45.8333,"Birds","EN"
"Scytalopus novacapitalis",-19.3115,-46.0494,"Birds","EN"
"Scytalopus novacapitalis",-20.3458,-46.4825,"Birds","EN"
"Scytalopus novacapitalis",-20.2455,-46.3664,"Birds","EN"
"Scytalopus novacapitalis",-20.25,-46.6167,"Birds","EN"
"Scytalopus novacapitalis",-19.1115,-46.6904,"Birds","EN"
"Scytalopus novacapitalis",-19.9225,-46.8234,"Birds","EN"
"Scytalopus novacapitalis",-16.3833,-46.8833,"Birds","EN"
"Scytalopus novacapitalis",-19.2,-47.1333,"Birds","EN"
"Scytalopus novacapitalis",-18.8833,-46.8167,"Birds","EN"
"Sporophila nigrorufa",-15.05,-59.8,"Birds","VU"
"Sporophila nigrorufa",-19.0167,-57.65,"Birds","VU"
"Sporophila nigrorufa",-19.5,-56.2167,"Birds","VU"
"Sporophila nigrorufa",-15.2,-59.3667,"Birds","VU"
"Sporophila nigrorufa",-15,-59.95,"Birds","VU"
"Sporophila nigrorufa",-15.0085,-59.9515,"Birds","VU"
"Sporophila nigrorufa",-18,-60,"Birds","VU"
"Sporophila nigrorufa",-13.5333,-61,"Birds","VU"
"Sporophila nigrorufa",-13.65,-60.8,"Birds","VU"
"Sporophila nigrorufa",-14.5667,-60.9333,"Birds","VU"
"Taoniscus nanus",-26.8833,-58.6333,"Birds","EN"
"Taoniscus nanus",-27,-57,"Birds","EN"
"Taoniscus nanus",-14.1335,-47.5104,"Birds","EN"
"Taoniscus nanus",-23,-47.5167,"Birds","EN"
"Taoniscus nanus",-16.5667,-45.9833,"Birds","EN"
"Taoniscus nanus",-23.8,-48.6,"Birds","EN"
"Taoniscus nanus",-22.25,-51.0333,"Birds","EN"
"Taoniscus nanus",-18.1705,-47.9424,"Birds","EN"
"Taoniscus nanus",-14.1167,-47.5167,"Birds","EN"
"Taoniscus nanus",-15.5833,-47.8833,"Birds","EN"
"Taoniscus nanus",-16.7667,-47.6,"Birds","EN"
"Taoniscus nanus",-20.3445,-46.8544,"Birds","EN"
"Taoniscus nanus",-15.5333,-47.6167,"Birds","EN"
"Taoniscus nanus",-15.7833,-47.9167,"Birds","EN"
"Taoniscus nanus",-15.95,-47.9333,"Birds","EN"
"Taoniscus nanus",-21.4667,-54.9667,"Birds","EN"
"Taoniscus nanus",-20.8667,-56.6,"Birds","EN"
"Taoniscus nanus",-15.8333,-46.5,"Birds","EN"
"Taoniscus nanus",-23.6667,-48,"Birds","EN"
"Taoniscus nanus",-20.5333,-47.4,"Birds","EN"
"Taoniscus nanus",-23.6,-48.05,"Birds","EN"
"Taoniscus nanus",-24.1167,-49.3333,"Birds","EN"
"Taoniscus nanus",-24.25,-49.7,"Birds","EN"
"Taoniscus nanus",-21.0667,-47.75,"Birds","EN"
"Taoniscus nanus",-18.8833,-46.8167,"Birds","EN"
"Taoniscus nanus",-22.35,-46.95,"Birds","EN"
"Taoniscus nanus",-10.4667,-46.3167,"Birds","EN"
"Taoniscus nanus",-18,-52.75,"Birds","EN"
"Taoniscus nanus",-21.8,-46.5667,"Birds","EN"
"Taoniscus nanus",-15.9333,-47.8833,"Birds","EN"
"Taoniscus nanus",-22.25,-47.8667,"Birds","EN"
"Taoniscus nanus",-19.8655,-47.4404,"Birds","EN"
"Taoniscus nanus",-20.2455,-46.3664,"Birds","EN"
"Taoniscus nanus",-20.25,-46.6167,"Birds","EN"
"Taoniscus nanus",-10.2667,-48.3667,"Birds","EN"
"Taoniscus nanus",-15.8167,-48.05,"Birds","EN"
"Thalpomys cerradensis",-15.8667,-47.8833,"Mammals","VU"
"Thalpomys cerradensis",-15.6667,-48,"Mammals","VU"
"Thalpomys cerradensis",-8.85,-45.0167,"Mammals","VU"
"Thalpomys cerradensis",-16.4,-52.45,"Mammals","VU"
"Thalpomys cerradensis",-15.9333,-47.85,"Mammals","VU"
"Thalpomys cerradensis",-13.1833,-58.9833,"Mammals","VU"
"Thalpomys cerradensis",-12.9833,-58.95,"Mammals","VU"
"Thalpomys cerradensis",-14.1833,-44.5333,"Mammals","VU"
"Thalpomys cerradensis",-14.7167,-45.9167,"Mammals","VU"
"Thalpomys cerradensis",-13.95,-45.9667,"Mammals","VU"
"Thalpomys cerradensis",-15.2667,-45.8667,"Mammals","VU"
"Thalpomys cerradensis",-10.6667,-46.8667,"Mammals","VU"
"Thalpomys cerradensis",-12.5333,-60.3667,"Mammals","VU"
"Thalpomys cerradensis",-15.7833,-47.9333,"Mammals","VU"
"Thalpomys cerradensis",-13.45,-56.7167,"Mammals","VU"
"Thalpomys cerradensis",-13.0333,-58.2833,"Mammals","VU"
"Thalpomys cerradensis",-8.8333,-48.5,"Mammals","VU"
"Thalpomys cerradensis",-12.8167,-51.7667,"Mammals","VU"
"Thalpomys cerradensis",-15.6,-56.1,"Mammals","VU"
"Thalpomys lasiotis",-15.8667,-47.8833,"Mammals","EN"
"Thalpomys lasiotis",-15.6667,-48,"Mammals","EN"
"Thalpomys lasiotis",-15.7833,-47.9333,"Mammals","EN"
"Thalpomys lasiotis",-15.9333,-47.85,"Mammals","EN"
"Thalpomys lasiotis",-14.7167,-45.9167,"Mammals","EN"
"Thalpomys lasiotis",-15.5833,-47.5833,"Mammals","EN"
"Thalpomys lasiotis",-20.35,-46.4833,"Mammals","EN"
"Thalpomys lasiotis",-19.6272,-43.8897,"Mammals","EN"
"Thalpomys lasiotis",-19.3715,-43.6649,"Mammals","EN"
"Thalpomys lasiotis",-21.7833,-46.5667,"Mammals","EN"
"Trinomys moojeni",-19.0167,-43.4167,"Mammals","EN"
"Trinomys moojeni",-20.0833,-43.4833,"Mammals","EN"
"Trinomys moojeni",-19.3715,-43.6649,"Mammals","EN"
